Brand,Product Name,Category,Original Price (AUD),Resale Price (AUD),Condition,Region,Season Sold,Days on Market,Date Listed,Value Retention
Hermès,Evelyne III,Handbags,14971.0,9513.41,Excellent,Unknown,Summer,15,2024-07-03,63.55
Dior,Saddle Bag,Handbags,7125.0,5650.09,Excellent,Sydney,Summer,88,2024-09-19,79.3
Cartier,Panthère Watch,Jewelry,5150.0,6624.06,Very Good,Melbourne,Spring,151,2023-02-14,128.62
Prada,Galleria,Handbags,13165.0,5504.2,Good,Melbourne,Autumn,77,2024-02-04,41.81
Gucci,Dionysus,Handbags,7561.0,5093.76,Fair,Sydney,Autumn,109,2024-09-23,67.37
Hermès,Kelly 28,Handbags,17882.0,11262.18,Poor,Sydney,Spring,125,2024-01-17,62.98
Louis Vuitton,Neverfull Tote,Handbags,6189.0,2536.45,Very Good,Unknown,Spring,69,2023-01-04,40.98
Rolex,Submariner,Watches,13875.0,5895.61,Very Good,Sydney,Winter,92,2023-12-20,42.49
Rolex,Explorer,Watches,5642.0,4018.99,Excellent,Unknown,Autumn,6,2023-01-31,71.23
Fendi,Baguette Bag,Handbags,16671.0,8780.15,Excellent,Brisbane,Summer,156,2024-02-12,52.67
Prada,Cleo Shoulder Bag,Handbags,16598.0,10646.91,Excellent,Perth,Winter,158,2023-03-22,64.15
Dior,Dior Caro,Handbags,19849.0,15424.65,Very Good,Unknown,Spring,49,2023-01-17,77.71
Balenciaga,Hourglass Bag,Handbags,8398.0,6139.15,Fair,Unknown,Spring,57,2024-08-14,73.1
Dior,Saddle Bag,Handbags,7125.0,5330.79,Poor,Sydney,Autumn,121,2023-06-14,74.82
Hermès,Constance,Handbags,10442.0,8401.71,Good,Sydney,Spring,128,2024-05-12,80.46
Fendi,Peekaboo,Handbags,10980.0,9756.22,Fair,Sydney,Spring,60,2024-05-10,88.85
Gucci,Marmont Mini,Handbags,10882.0,5572.8,Unknown,Melbourne,Autumn,66,2023-10-17,51.21
Balenciaga,Neo Classic,Handbags,13397.0,11698.23,Excellent,Melbourne,Summer,87,2023-01-16,87.32
Balenciaga,City Bag,Handbags,17610.0,7694.32,Very Good,Brisbane,Autumn,1,2023-09-26,43.69
Cartier,Love Bracelet,Jewelry,3780.0,3352.46,Very Good,Perth,Autumn,167,2023-09-23,88.69
Chanel,Gabrielle Hobo,Handbags,2212.0,1389.41,Very Good,Sydney,Winter,67,2024-06-01,62.81
Cartier,Love Bracelet,Jewelry,3780.0,2921.15,Very Good,Melbourne,Spring,8,2023-02-13,77.28
Fendi,Mon Tresor,Handbags,6671.0,2948.48,Good,Sydney,Autumn,12,2024-02-25,44.2
Dior,Dior Caro,Handbags,19849.0,17304.3,Excellent,Brisbane,Spring,98,2023-10-26,87.18
Hermès,Evelyne III,Handbags,14971.0,9143.79,Fair,Melbourne,Autumn,60,2023-02-20,61.08
Balenciaga,City Bag,Handbags,17610.0,10511.72,Unknown,Melbourne,Spring,84,2023-06-12,59.69
Balenciaga,Le Cagole,Handbags,10735.0,5073.53,Very Good,Sydney,Winter,152,2023-12-21,47.26
Gucci,Ophidia Tote,Handbags,17754.0,12809.73,Fair,Sydney,Summer,113,2024-03-13,72.15
Balenciaga,City Bag,Handbags,17610.0,7571.64,Excellent,Brisbane,Winter,100,2024-08-07,43.0
Balenciaga,City Bag,Handbags,17610.0,15425.92,Good,Melbourne,Spring,130,2023-07-21,87.6
Chanel,Classic Flap Bag,Handbags,5006.0,3045.79,Unknown,Melbourne,Summer,100,2023-10-10,60.84
Rolex,Submariner,Watches,13875.0,12485.66,Fair,Unknown,Spring,177,2024-02-04,89.99
Chanel,Gabrielle Hobo,Handbags,2212.0,1174.29,Fair,Brisbane,Winter,104,2024-10-10,53.09
Chanel,Gabrielle Hobo,Handbags,2212.0,1352.78,Excellent,Perth,Spring,27,2023-06-02,61.16
Prada,Galleria,Handbags,13165.0,10560.91,Excellent,Sydney,Winter,56,2023-12-16,80.22
Louis Vuitton,Capucines,Handbags,12981.0,8828.74,Excellent,Adelaide,Spring,138,2024-03-21,68.01
Balenciaga,Hourglass Bag,Handbags,8398.0,4877.19,Good,Sydney,Summer,60,2023-08-28,58.08
Balenciaga,Neo Classic,Handbags,13397.0,9158.2,Fair,Perth,Autumn,51,2024-07-19,68.36
Balenciaga,City Bag,Handbags,17610.0,8287.23,Very Good,Perth,Spring,95,2023-02-10,47.06
Prada,Cleo Shoulder Bag,Handbags,16598.0,14734.3,Excellent,Sydney,Spring,11,2024-11-02,88.77
Louis Vuitton,Capucines,Handbags,12981.0,5557.44,Very Good,Unknown,Autumn,156,2023-03-13,42.81
Chanel,Boy Bag,Handbags,4436.0,2903.04,Good,Adelaide,Autumn,32,2024-10-04,65.44
Gucci,Dionysus,Handbags,7561.0,4296.47,Unknown,Brisbane,Winter,26,2023-09-26,56.82
Balenciaga,Hourglass Bag,Handbags,8398.0,11806.93,Fair,Sydney,Winter,133,2023-08-16,140.59
Rolex,Submariner,Watches,13875.0,7826.65,Good,Unknown,Winter,27,2024-01-30,56.41
Prada,Galleria,Handbags,13165.0,8236.55,Excellent,Perth,Summer,72,2023-06-05,62.56
Hermès,Kelly 28,Handbags,17882.0,8527.96,Poor,Unknown,Winter,158,2023-07-11,47.69
Hermès,Constance,Handbags,10442.0,6502.92,Good,Perth,Winter,103,2024-01-10,62.28
Chanel,Classic Flap Bag,Handbags,5006.0,3052.88,Very Good,Brisbane,Spring,54,2023-08-06,60.98
Gucci,Dionysus,Handbags,7561.0,5002.55,Very Good,Melbourne,Autumn,131,2024-04-19,66.16
Balenciaga,City Bag,Handbags,17610.0,10687.33,Good,Sydney,Summer,6,2023-10-07,60.69
Hermès,Constance,Handbags,10442.0,8220.57,Good,Brisbane,Winter,165,2024-02-29,78.73
Hermès,Kelly 28,Handbags,17882.0,15712.89,Excellent,Melbourne,Summer,178,2023-08-22,87.87
Prada,Double Tote,Handbags,17680.0,7647.73,Very Good,Perth,Autumn,33,2024-01-19,43.26
Louis Vuitton,Alma BB,Handbags,5212.0,3000.41,Good,Brisbane,Winter,73,2023-07-19,57.57
Fendi,Baguette Bag,Handbags,16671.0,8418.51,Good,Adelaide,Spring,34,2024-01-08,50.5
Louis Vuitton,Neverfull Tote,Handbags,6189.0,2970.47,Fair,Perth,Spring,150,2023-10-27,48.0
Hermès,Evelyne III,Handbags,14971.0,7841.76,Unknown,Melbourne,Winter,106,2024-03-16,52.38
Chanel,Coco Handle,Handbags,7983.0,5004.37,Very Good,Unknown,Summer,136,2024-02-05,62.69
Cartier,Tank Watch,Jewelry,12098.0,8152.86,Very Good,Sydney,Summer,156,2024-04-12,67.39
Prada,Re-Edition 2005,Handbags,17035.0,11090.82,Very Good,Sydney,Autumn,54,2023-11-20,65.11
Cartier,Tank Watch,Jewelry,12098.0,6128.08,Excellent,Unknown,Spring,106,2024-03-02,50.65
Cartier,Panthère Watch,Jewelry,5150.0,3438.03,Very Good,Brisbane,Autumn,22,2024-02-22,66.76
Balenciaga,Le Cagole,Handbags,10735.0,5930.22,Fair,Sydney,Autumn,71,2024-07-01,55.24
Cartier,Tank Watch,Jewelry,12098.0,5159.12,Fair,Adelaide,Summer,170,2023-06-10,42.64
Rolex,Explorer,Watches,5642.0,4050.4,Very Good,Perth,Autumn,20,2024-05-30,71.79
Prada,Double Tote,Handbags,17680.0,14792.63,Good,Unknown,Spring,59,2024-04-21,83.67
Dior,Saddle Bag,Handbags,7125.0,9516.1,Good,Melbourne,Spring,102,2023-02-03,133.56
Balenciaga,Neo Classic,Handbags,13397.0,7403.95,Fair,Adelaide,Winter,156,2023-06-14,55.27
Hermès,Evelyne III,Handbags,14971.0,9528.18,Excellent,Sydney,Autumn,78,2023-03-22,63.64
Dior,Lady Dior,Handbags,14502.0,10153.59,Unknown,Sydney,Spring,47,2023-02-13,70.02
Prada,Re-Edition 2005,Handbags,17035.0,23060.51,Very Good,Unknown,Autumn,66,2024-03-20,135.37
Louis Vuitton,Alma BB,Handbags,5212.0,2806.82,Excellent,Melbourne,Autumn,105,2024-06-07,53.85
Hermès,Birkin 25,Handbags,17479.0,13734.42,Excellent,Adelaide,Summer,117,2024-12-29,78.58
Hermès,Birkin 25,Handbags,17479.0,7233.76,Unknown,Sydney,Autumn,1,2023-10-16,41.39
Louis Vuitton,Capucines,Handbags,12981.0,9158.32,Very Good,Sydney,Winter,10,2024-04-06,70.55
Louis Vuitton,Neverfull Tote,Handbags,6189.0,3629.46,Very Good,Brisbane,Spring,142,2024-12-31,58.64
Prada,Re-Edition 2005,Handbags,17035.0,13164.63,Fair,Unknown,Winter,52,2023-08-16,77.28
Hermès,Constance,Handbags,10442.0,7863.46,Very Good,Brisbane,Winter,174,2023-10-25,75.31
Prada,Galleria,Handbags,13165.0,11257.4,Good,Sydney,Summer,54,2024-08-03,85.51
Fendi,Baguette Bag,Handbags,16671.0,12652.37,Poor,Sydney,Autumn,173,2023-09-15,75.89
Gucci,Jackie 1961,Handbags,6447.0,4363.15,Very Good,Sydney,Spring,161,2023-06-16,67.68
Cartier,Tank Watch,Jewelry,12098.0,10158.61,Poor,Sydney,Summer,72,2023-02-07,83.97
Rolex,Daytona,Watches,11085.0,5743.87,Excellent,Melbourne,Spring,147,2024-08-14,51.82
Hermès,Birkin 25,Handbags,17479.0,11595.26,Excellent,Melbourne,Winter,49,2023-03-29,66.34
Louis Vuitton,Capucines,Handbags,12981.0,7183.95,Fair,Melbourne,Summer,32,2023-12-20,55.34
Dior,Saddle Bag,Handbags,7125.0,5329.34,Fair,Brisbane,Autumn,92,2024-03-30,74.8
Dior,Book Tote,Handbags,11497.0,4994.99,Very Good,Brisbane,Spring,50,2023-12-02,43.45
Balenciaga,Hourglass Bag,Handbags,8398.0,5228.84,Excellent,Melbourne,Spring,32,2023-02-09,62.26
Gucci,Ophidia Tote,Handbags,17754.0,7542.09,Very Good,Perth,Winter,94,2023-10-21,42.48
Chanel,Classic Flap Bag,Handbags,5006.0,2608.58,Very Good,Melbourne,Autumn,119,2023-10-13,52.11
Gucci,Jackie 1961,Handbags,6447.0,5662.37,Poor,Sydney,Autumn,7,2024-04-08,87.83
Hermès,Birkin 25,Handbags,17479.0,10383.2,Very Good,Sydney,Spring,84,2023-06-04,59.4
Louis Vuitton,Alma BB,Handbags,5212.0,2521.95,Excellent,Brisbane,Summer,64,2023-10-23,48.39
Fendi,Baguette Bag,Handbags,16671.0,9018.43,Very Good,Melbourne,Winter,32,2023-05-12,54.1
Gucci,Ophidia Tote,Handbags,17754.0,10125.49,Very Good,Unknown,Summer,45,2023-05-13,57.03
Rolex,Daytona,Watches,11085.0,16058.79,Very Good,Brisbane,Summer,52,2023-03-19,144.87
Chanel,Coco Handle,Handbags,7983.0,5200.98,Good,Perth,Winter,114,2023-03-11,65.15
Balenciaga,Le Cagole,Handbags,10735.0,6776.4,Unknown,Brisbane,Summer,139,2024-09-16,63.12
Rolex,Datejust,Watches,11758.0,5070.93,Fair,Unknown,Autumn,75,2024-09-23,43.13
Balenciaga,Hourglass Bag,Handbags,8398.0,5818.96,Unknown,Perth,Summer,161,2023-01-03,69.29
Prada,Re-Edition 2005,Handbags,17035.0,14519.84,Unknown,Brisbane,Winter,15,2023-05-18,85.24
Fendi,Peekaboo,Handbags,10980.0,7225.3,Poor,Unknown,Winter,83,2023-02-07,65.8
Rolex,Datejust,Watches,11758.0,5126.65,Poor,Sydney,Winter,41,2023-01-21,43.6
Chanel,Coco Handle,Handbags,7983.0,10898.0,Very Good,Brisbane,Summer,101,2024-02-24,136.52
Louis Vuitton,Alma BB,Handbags,5212.0,2694.27,Excellent,Sydney,Winter,2,2024-06-24,51.69
Dior,Lady Dior,Handbags,14502.0,9111.73,Excellent,Sydney,Spring,126,2023-08-10,62.83
Hermès,Birkin 25,Handbags,17479.0,10609.3,Poor,Perth,Spring,49,2024-10-02,60.7
Hermès,Evelyne III,Handbags,14971.0,13429.84,Excellent,Sydney,Winter,127,2023-05-11,89.71
Chanel,Gabrielle Hobo,Handbags,2212.0,1625.76,Good,Melbourne,Autumn,159,2024-03-03,73.5
Fendi,Mon Tresor,Handbags,6671.0,8956.59,Unknown,Unknown,Winter,153,2023-03-05,134.26
Gucci,Marmont Mini,Handbags,10882.0,5175.16,Very Good,Melbourne,Autumn,20,2023-08-30,47.56
Gucci,Dionysus,Handbags,7561.0,5089.64,Very Good,Adelaide,Spring,103,2023-12-18,67.31
Fendi,Sunshine Shopper,Handbags,13381.0,7971.38,Very Good,Melbourne,Summer,110,2023-12-24,59.57
Cartier,Tank Watch,Jewelry,12098.0,5353.43,Unknown,Sydney,Summer,96,2023-08-05,44.25
Hermès,Kelly 28,Handbags,17882.0,23803.52,Unknown,Perth,Winter,40,2024-04-16,133.11
Gucci,Jackie 1961,Handbags,6447.0,5614.15,Excellent,Adelaide,Autumn,55,2023-10-07,87.08
Fendi,Baguette Bag,Handbags,16671.0,13392.56,Poor,Sydney,Summer,132,2023-04-19,80.33
Louis Vuitton,Speedy 30,Handbags,3829.0,3215.43,Unknown,Adelaide,Summer,116,2023-04-14,83.98
Cartier,Tank Watch,Jewelry,12098.0,9887.35,Unknown,Melbourne,Winter,15,2023-03-08,81.73
Dior,Lady Dior,Handbags,14502.0,6418.11,Unknown,Unknown,Summer,8,2023-11-01,44.26
Dior,Lady Dior,Handbags,14502.0,11023.07,Good,Melbourne,Spring,110,2023-06-14,76.01
Hermès,Evelyne III,Handbags,14971.0,8729.5,Very Good,Melbourne,Summer,64,2024-11-25,58.31
Cartier,Trinity Ring,Jewelry,7083.0,4883.18,Excellent,Adelaide,Winter,93,2024-11-08,68.94
Gucci,Dionysus,Handbags,7561.0,4942.47,Very Good,Unknown,Winter,102,2024-09-11,65.37
Fendi,Baguette Bag,Handbags,16671.0,12505.15,Very Good,Perth,Summer,36,2023-10-08,75.01
Louis Vuitton,Capucines,Handbags,12981.0,6943.91,Very Good,Brisbane,Summer,86,2023-05-12,53.49
Louis Vuitton,Capucines,Handbags,12981.0,5472.06,Good,Melbourne,Summer,17,2023-11-26,42.15
Chanel,Gabrielle Hobo,Handbags,2212.0,1646.75,Excellent,Unknown,Autumn,72,2023-10-19,74.45
Rolex,Explorer,Watches,5642.0,3390.09,Very Good,Sydney,Summer,101,2024-10-13,60.09
Chanel,Coco Handle,Handbags,7983.0,3856.84,Good,Perth,Autumn,92,2024-04-02,48.31
Prada,Double Tote,Handbags,17680.0,10243.49,Unknown,Sydney,Autumn,125,2023-07-26,57.94
Cartier,Trinity Ring,Jewelry,7083.0,9378.74,Excellent,Melbourne,Summer,76,2024-03-03,132.41
Fendi,Sunshine Shopper,Handbags,13381.0,6897.07,Unknown,Melbourne,Spring,47,2023-12-12,51.54
Dior,Lady Dior,Handbags,14502.0,10759.89,Very Good,Unknown,Winter,37,2023-05-19,74.2
Dior,Book Tote,Handbags,11497.0,8140.09,Excellent,Perth,Summer,116,2024-03-23,70.8
Dior,Saddle Bag,Handbags,7125.0,6300.44,Good,Melbourne,Winter,113,2024-10-15,88.43
Balenciaga,Neo Classic,Handbags,13397.0,5901.02,Poor,Melbourne,Autumn,71,2023-07-12,44.05
Rolex,Daytona,Watches,11085.0,8107.02,Good,Adelaide,Summer,38,2024-08-14,73.14
Prada,Re-Edition 2005,Handbags,17035.0,10321.67,Good,Sydney,Summer,158,2024-05-20,60.59
Fendi,Mon Tresor,Handbags,6671.0,5641.93,Excellent,Perth,Winter,67,2024-01-05,84.57
Fendi,Sunshine Shopper,Handbags,13381.0,6072.03,Fair,Sydney,Spring,51,2024-09-30,45.38
Hermès,Kelly 28,Handbags,17882.0,10018.8,Fair,Sydney,Winter,58,2024-07-21,56.03
Louis Vuitton,Capucines,Handbags,12981.0,9014.83,Fair,Perth,Spring,107,2023-08-04,69.45
Louis Vuitton,Speedy 30,Handbags,3829.0,3035.9,Very Good,Melbourne,Spring,180,2024-05-04,79.29
Fendi,Mon Tresor,Handbags,6671.0,2706.0,Fair,Perth,Autumn,2,2024-11-04,40.56
Gucci,Ophidia Tote,Handbags,17754.0,13865.69,Very Good,Sydney,Autumn,157,2024-11-28,78.1
Louis Vuitton,Neverfull Tote,Handbags,6189.0,5063.75,Unknown,Adelaide,Winter,156,2023-07-04,81.82
Dior,Dior Caro,Handbags,19849.0,16212.47,Fair,Sydney,Spring,89,2023-02-04,81.68
Fendi,Mon Tresor,Handbags,6671.0,3424.27,Unknown,Perth,Autumn,137,2024-05-22,51.33
Hermès,Constance,Handbags,10442.0,6004.02,Excellent,Unknown,Autumn,94,2023-09-13,57.5
Fendi,Peekaboo,Handbags,10980.0,8674.07,Fair,Sydney,Winter,18,2023-10-21,79.0
Balenciaga,Le Cagole,Handbags,10735.0,7418.7,Unknown,Brisbane,Summer,42,2023-09-17,69.11
Cartier,Panthère Watch,Jewelry,5150.0,2192.39,Fair,Perth,Autumn,16,2024-06-09,42.57
Louis Vuitton,Neverfull Tote,Handbags,6189.0,4587.04,Unknown,Melbourne,Winter,93,2024-10-11,74.12
Prada,Double Tote,Handbags,17680.0,13050.8,Very Good,Brisbane,Winter,123,2023-06-19,73.82
Fendi,Mon Tresor,Handbags,6671.0,5550.0,Unknown,Melbourne,Winter,12,2023-01-27,83.2
Prada,Galleria,Handbags,13165.0,11622.17,Fair,Melbourne,Summer,106,2024-04-07,88.28
Gucci,Ophidia Tote,Handbags,17754.0,14312.9,Excellent,Melbourne,Winter,18,2023-08-17,80.62
Dior,Book Tote,Handbags,11497.0,13343.88,Good,Brisbane,Winter,108,2024-10-10,116.06
Chanel,Classic Flap Bag,Handbags,5006.0,2308.84,Poor,Adelaide,Spring,32,2024-07-23,46.12
Balenciaga,Hourglass Bag,Handbags,8398.0,4752.21,Fair,Sydney,Winter,160,2023-08-16,56.59
Dior,Book Tote,Handbags,11497.0,4721.4,Poor,Adelaide,Winter,149,2023-02-09,41.07
Rolex,Daytona,Watches,11085.0,8865.99,Excellent,Brisbane,Autumn,56,2024-11-10,79.98
Rolex,Daytona,Watches,11085.0,6278.91,Poor,Melbourne,Autumn,153,2024-10-31,56.64
Louis Vuitton,Alma BB,Handbags,5212.0,3105.23,Very Good,Sydney,Spring,67,2023-02-16,59.58
Louis Vuitton,Capucines,Handbags,12981.0,8067.79,Poor,Sydney,Winter,37,2023-06-27,62.15
Chanel,Classic Flap Bag,Handbags,5006.0,3083.13,Poor,Unknown,Spring,18,2023-08-11,61.59
Louis Vuitton,Alma BB,Handbags,5212.0,2495.24,Excellent,Melbourne,Winter,72,2023-11-02,47.87
Gucci,Dionysus,Handbags,7561.0,3218.23,Poor,Melbourne,Winter,112,2024-03-14,42.56
Chanel,Boy Bag,Handbags,4436.0,3458.97,Very Good,Sydney,Spring,178,2023-12-28,77.97
Dior,Dior Caro,Handbags,19849.0,16699.86,Unknown,Unknown,Winter,149,2024-06-18,84.13
Gucci,Dionysus,Handbags,7561.0,4020.4,Very Good,Melbourne,Autumn,125,2023-03-21,53.17
Cartier,Panthère Watch,Jewelry,5150.0,2558.32,Poor,Brisbane,Autumn,180,2023-09-07,49.68
Hermès,Kelly 28,Handbags,17882.0,10838.02,Unknown,Perth,Spring,51,2023-11-02,60.61
Rolex,Explorer,Watches,5642.0,3304.97,Very Good,Melbourne,Autumn,126,2023-08-04,58.58
Cartier,Trinity Ring,Jewelry,7083.0,6053.75,Excellent,Melbourne,Winter,99,2024-09-02,85.47
Prada,Re-Edition 2005,Handbags,17035.0,13361.6,Poor,Brisbane,Summer,108,2023-12-29,78.44
Gucci,Ophidia Tote,Handbags,17754.0,15776.64,Poor,Brisbane,Spring,69,2023-05-20,88.86
Rolex,Datejust,Watches,11758.0,9491.73,Very Good,Unknown,Summer,70,2024-12-10,80.73
Fendi,Peekaboo,Handbags,10980.0,7786.98,Poor,Brisbane,Winter,165,2023-07-28,70.92
Cartier,Tank Watch,Jewelry,12098.0,6570.77,Fair,Sydney,Autumn,63,2023-08-10,54.31
Prada,Cleo Shoulder Bag,Handbags,16598.0,9256.36,Excellent,Unknown,Winter,121,2024-04-18,55.77
Hermès,Constance,Handbags,10442.0,7666.7,Excellent,Brisbane,Winter,88,2024-11-28,73.42
Gucci,Marmont Mini,Handbags,10882.0,4360.34,Poor,Melbourne,Winter,22,2023-12-08,40.07
Chanel,Classic Flap Bag,Handbags,5006.0,3583.31,Excellent,Adelaide,Summer,19,2024-01-22,71.58
Prada,Double Tote,Handbags,17680.0,8434.87,Good,Sydney,Summer,127,2024-04-28,47.71
Chanel,Classic Flap Bag,Handbags,5006.0,7231.74,Excellent,Perth,Autumn,179,2024-11-17,144.46
Balenciaga,Hourglass Bag,Handbags,8398.0,3753.04,Poor,Brisbane,Summer,159,2023-09-16,44.69
Chanel,Classic Flap Bag,Handbags,5006.0,4197.16,Excellent,Sydney,Spring,110,2024-11-01,83.84
Louis Vuitton,Neverfull Tote,Handbags,6189.0,2537.44,Very Good,Adelaide,Summer,51,2024-04-11,41.0
Chanel,Classic Flap Bag,Handbags,5006.0,3679.42,Good,Melbourne,Autumn,79,2024-11-12,73.5
Chanel,Boy Bag,Handbags,4436.0,3138.37,Very Good,Perth,Winter,120,2024-06-02,70.75
Cartier,Tank Watch,Jewelry,12098.0,9679.58,Excellent,Brisbane,Summer,11,2024-08-25,80.01
Fendi,Mon Tresor,Handbags,6671.0,2887.81,Poor,Sydney,Summer,16,2023-03-06,43.29
Gucci,Ophidia Tote,Handbags,17754.0,14631.31,Excellent,Melbourne,Summer,6,2024-10-10,82.41
Gucci,Dionysus,Handbags,7561.0,9747.71,Poor,Melbourne,Spring,149,2024-06-11,128.92
Rolex,Submariner,Watches,13875.0,11350.78,Good,Melbourne,Spring,55,2024-07-13,81.81
Hermès,Evelyne III,Handbags,14971.0,13247.1,Poor,Sydney,Spring,156,2023-10-04,88.49
Chanel,Gabrielle Hobo,Handbags,2212.0,1686.61,Excellent,Brisbane,Summer,131,2024-03-16,76.25
Louis Vuitton,Capucines,Handbags,12981.0,11293.66,Fair,Adelaide,Winter,93,2023-08-08,87.0
Hermès,Constance,Handbags,10442.0,8839.91,Excellent,Perth,Spring,13,2024-06-27,84.66
Gucci,Ophidia Tote,Handbags,17754.0,10500.43,Very Good,Sydney,Spring,18,2024-10-25,59.14
Louis Vuitton,Capucines,Handbags,12981.0,8860.04,Excellent,Perth,Autumn,118,2023-05-06,68.25
Dior,Dior Caro,Handbags,19849.0,10566.7,Unknown,Melbourne,Autumn,170,2023-09-10,53.24
Chanel,Coco Handle,Handbags,7983.0,4065.55,Very Good,Adelaide,Autumn,144,2023-12-15,50.93
Cartier,Tank Watch,Jewelry,12098.0,8636.39,Good,Melbourne,Summer,35,2023-03-22,71.39
Fendi,Baguette Bag,Handbags,16671.0,10103.65,Unknown,Sydney,Spring,135,2024-09-18,60.61
Louis Vuitton,Alma BB,Handbags,5212.0,3570.24,Poor,Melbourne,Summer,19,2024-10-05,68.5
Balenciaga,City Bag,Handbags,17610.0,15150.47,Very Good,Adelaide,Spring,174,2024-05-07,86.03
Fendi,Peekaboo,Handbags,10980.0,7597.18,Excellent,Perth,Autumn,30,2024-11-23,69.19
Chanel,Gabrielle Hobo,Handbags,2212.0,1235.83,Very Good,Unknown,Spring,68,2024-06-12,55.87
Chanel,Gabrielle Hobo,Handbags,2212.0,1403.85,Good,Brisbane,Spring,176,2023-12-11,63.47
Balenciaga,Hourglass Bag,Handbags,8398.0,4302.69,Excellent,Brisbane,Autumn,107,2024-09-26,51.23
Hermès,Kelly 28,Handbags,17882.0,11136.79,Good,Sydney,Spring,113,2023-05-04,62.28
Cartier,Panthère Watch,Jewelry,5150.0,2239.31,Excellent,Melbourne,Spring,63,2024-11-15,43.48
Gucci,Ophidia Tote,Handbags,17754.0,13894.78,Fair,Unknown,Summer,140,2024-03-03,78.26
Rolex,Explorer,Watches,5642.0,4977.0,Poor,Adelaide,Spring,142,2024-01-16,88.21
Hermès,Birkin 25,Handbags,17479.0,12170.56,Excellent,Sydney,Summer,111,2024-08-23,69.63
Balenciaga,City Bag,Handbags,17610.0,14143.73,Very Good,Sydney,Summer,127,2023-01-02,80.32
Cartier,Love Bracelet,Jewelry,3780.0,1642.93,Excellent,Unknown,Autumn,136,2023-10-11,43.46
Gucci,Marmont Mini,Handbags,10882.0,8162.15,Excellent,Perth,Winter,112,2023-05-06,75.01
Chanel,Classic Flap Bag,Handbags,5006.0,3004.66,Poor,Brisbane,Autumn,96,2024-06-12,60.02
Fendi,Sunshine Shopper,Handbags,13381.0,8596.45,Unknown,Sydney,Autumn,73,2023-01-03,64.24
Fendi,Sunshine Shopper,Handbags,13381.0,5844.24,Excellent,Sydney,Winter,117,2024-04-05,43.68
Chanel,Gabrielle Hobo,Handbags,2212.0,1870.1,Excellent,Melbourne,Winter,23,2024-07-09,84.54
Chanel,Coco Handle,Handbags,7983.0,9270.83,Unknown,Brisbane,Summer,44,2023-05-09,116.13
Rolex,Datejust,Watches,11758.0,6843.07,Excellent,Melbourne,Winter,5,2024-09-10,58.2
Prada,Galleria,Handbags,13165.0,8908.2,Very Good,Brisbane,Winter,147,2023-07-11,67.67
Rolex,Explorer,Watches,5642.0,4596.68,Unknown,Brisbane,Summer,140,2024-12-29,81.47
Balenciaga,Le Cagole,Handbags,10735.0,7791.33,Good,Sydney,Spring,137,2024-08-01,72.58
Dior,Lady Dior,Handbags,14502.0,7184.13,Unknown,Melbourne,Autumn,77,2023-02-25,49.54
Rolex,Daytona,Watches,11085.0,8456.99,Very Good,Sydney,Autumn,169,2023-09-12,76.29
Cartier,Love Bracelet,Jewelry,3780.0,3181.37,Fair,Adelaide,Winter,48,2024-07-08,84.16
Prada,Galleria,Handbags,13165.0,11055.0,Unknown,Unknown,Summer,113,2024-12-06,83.97
Gucci,Jackie 1961,Handbags,6447.0,8206.88,Excellent,Melbourne,Autumn,75,2023-06-22,127.3
Balenciaga,Hourglass Bag,Handbags,8398.0,5718.0,Good,Perth,Winter,31,2023-09-19,68.09
Prada,Double Tote,Handbags,17680.0,9523.56,Very Good,Perth,Autumn,129,2024-06-01,53.87
Gucci,Ophidia Tote,Handbags,17754.0,9760.47,Very Good,Sydney,Winter,58,2024-04-09,54.98
Louis Vuitton,Neverfull Tote,Handbags,6189.0,3602.07,Very Good,Unknown,Summer,5,2024-03-21,58.2
Louis Vuitton,Alma BB,Handbags,5212.0,2234.83,Excellent,Melbourne,Summer,136,2023-03-09,42.88
Balenciaga,Le Cagole,Handbags,10735.0,6798.23,Unknown,Sydney,Spring,179,2023-10-21,63.33
Rolex,Explorer,Watches,5642.0,4264.89,Excellent,Melbourne,Spring,72,2023-06-18,75.59
Prada,Double Tote,Handbags,17680.0,10030.74,Excellent,Unknown,Summer,178,2023-09-26,56.73
Prada,Re-Edition 2005,Handbags,17035.0,13791.87,Very Good,Melbourne,Winter,74,2024-10-24,80.96
Dior,Lady Dior,Handbags,14502.0,7926.23,Excellent,Adelaide,Summer,134,2024-10-10,54.66
Chanel,Classic Flap Bag,Handbags,5006.0,2887.52,Unknown,Perth,Spring,147,2023-07-26,57.68
Hermès,Birkin 25,Handbags,17479.0,22403.66,Fair,Perth,Winter,141,2023-10-31,128.17
Fendi,Baguette Bag,Handbags,16671.0,14030.5,Unknown,Melbourne,Spring,136,2024-04-19,84.16
Prada,Galleria,Handbags,13165.0,8310.23,Very Good,Brisbane,Autumn,132,2024-02-19,63.12
Chanel,Coco Handle,Handbags,7983.0,3711.79,Unknown,Melbourne,Winter,14,2023-12-24,46.5
Dior,Dior Caro,Handbags,19849.0,13222.59,Very Good,Sydney,Summer,141,2024-12-03,66.62
Prada,Re-Edition 2005,Handbags,17035.0,9110.81,Fair,Melbourne,Autumn,10,2023-06-03,53.48
Dior,Book Tote,Handbags,11497.0,8395.07,Very Good,Melbourne,Autumn,167,2023-09-06,73.02
