Brand,Product Name,Category,Original Price (AUD),Resale Price (AUD),Condition,Region,Season Sold,Days on Market,Date Listed
Chanel,Classic Flap Bag,Handbags,5045.0,2732.78,Good,Brisbane,Autumn,80,2023-09-28
Chanel,Boy Bag,Handbags,4446.0,3174.35,Good,Melb,Autumn,116,2024-02-17
Rolex,Datejust,Watches,11685.0,8811.53,Good,Adelaide,Summer,99,2024-10-18
Balenciaga,City Bag,Handbags,17583.0,12042.14,Like New,Perth,Autumn,120,2023-02-09
Chanel,Boy Bag,Handbags,4363.0,2878.59,poor,Sydney,Summer,20,2023-07-25
Gucci,Dionysus,Handbags,7624.0,4982.91,Good,Perth,Autumn,13,2023-03-16
Fendi,Sunshine Shopper,Handbags,13457.0,5733.94,,Melb,Spring,149,2024-10-08
Fendi,Mon Tresor,Handbags,6645.0,4395.61,,Sydney,Summer,71,2023-02-06
Rolex,Daytona,Watches,11074.0,8471.32,Unknown,Melb,Summer,87,2023-05-18
Louis Vuitton,Alma BB,Handbags,5279.0,4493.36,Fair,Adelaide,Spring,140,2024-06-28
Prada,Cleo Shoulder Bag,Handbags,16671.0,10427.3,Like New,Melbourne,Autumn,144,2024-04-08
Balenciaga,Le Cagole,Handbags,10667.0,8046.27,Fair,Melb,Winter,136,2024-10-29
Fendi,Mon Tresor,Handbags,6618.0,4998.08,New,Melbourne,Winter,58,2023-05-05
Prada,Galleria,Handbags,13211.0,7689.27,poor,Melb,Spring,28,2024-09-10
Fendi,Sunshine Shopper,Handbags,13316.0,9195.82,Excell,Sydney,Autumn,169,2024-09-29
Rolex,Submariner,Watches,13877.0,6640.44,New,SYD,Spring,172,2023-03-19
Cartier,Panthère Watch,Jewelry,5081.0,6289.61,,Perth,Autumn,125,2024-04-07
Cartier,Trinity Ring,Jewelry,7106.0,4635.92,Very Good,Adelaide,Summer,4,2024-09-12
Rolex,Submariner,Watches,13921.0,9428.0,Very Good,Adelaide,Winter,64,2024-04-07
Rolex,Daytona,Watches,11066.0,5469.09,Very Good,unknown,Summer,174,2024-02-04
Cartier,Panthère Watch,Jewelry,5083.0,4450.68,poor,Brisbane,Spring,124,2023-01-12
Prada,Double Tote,Handbags,17585.0,10882.23,Unknown,Perth,Autumn,132,2024-12-15
Dior,Dior Caro,Handbags,19956.0,15059.68,Like New,Adelaide,Winter,132,2024-03-27
Balenciaga,Hourglass Bag,Handbags,8349.0,5273.1,Good,Brisbane,Summer,19,2024-07-05
Prada,Cleo Shoulder Bag,Handbags,16611.0,14037.61,New,Perth,Summer,131,2023-01-13
Cartier,Trinity Ring,Jewelry,7160.0,5019.61,Unknown,Sydney,Spring,91,2024-07-26
Balenciaga,Hourglass Bag,Handbags,8469.0,12662.43,Excell,Sydney,Autumn,135,2024-12-19
Fendi,Baguette Bag,Handbags,16644.0,10375.06,Good,Brisbane,Summer,122,2023-07-28
Fendi,Mon Tresor,Handbags,6584.0,4529.75,Very Good,SYD,Winter,48,2024-09-16
Fendi,Mon Tresor,Handbags,6599.0,5834.98,Good,SYD,Winter,112,2023-12-30
Louis Vuitton,Capucines,Handbags,12961.0,11568.56,Good,Melbourne,Summer,72,2023-02-25
Balenciaga,Neo Classic,Handbags,13332.0,9855.93,Very Good,Sydney,Winter,90,2023-07-05
Gucci,Dionysus,Handbags,7467.0,3982.72,Like New,Sydney,Spring,66,2024-07-04
Hermès,Evelyne III,Handbags,15029.0,9433.67,Like New,SYD,Winter,14,2024-11-24
Cartier,Tank Watch,Jewelry,12099.0,9054.44,Unknown,Melbourne,Autumn,48,2023-10-18
Fendi,Peekaboo,Handbags,10948.0,5239.38,Fair,unknown,Spring,169,2023-10-01
Gucci,Ophidia Tote,Handbags,17800.0,14037.93,Excell,Melbourne,Winter,165,2024-07-06
Prada,Galleria,Handbags,13120.0,6074.61,poor,Perth,Spring,167,2024-06-26
Prada,Cleo Shoulder Bag,Handbags,16594.0,8458.43,Excell,SYD,Spring,155,2023-08-23
Balenciaga,Le Cagole,Handbags,10777.0,8923.27,poor,Melbourne,Winter,137,2023-07-06
Chanel,Classic Flap Bag,Handbags,5076.0,3475.82,Like New,Melb,Winter,23,2024-05-18
Rolex,Daytona,Watches,11003.0,6003.31,Good,Sydney,Summer,139,2023-10-23
Balenciaga,Neo Classic,Handbags,13465.0,10588.11,Very Good,Sydney,Spring,161,2024-05-17
Fendi,Sunshine Shopper,Handbags,13479.0,11467.49,Excell,Sydney,Spring,59,2024-01-20
Cartier,Love Bracelet,Jewelry,3868.0,2344.52,New,SYD,Spring,167,2024-05-24
Gucci,Marmont Mini,Handbags,10838.0,8189.93,Unknown,unknown,Summer,46,2024-01-10
Cartier,Love Bracelet,Jewelry,3739.0,1548.63,Good,Brisbane,Winter,66,2023-12-27
Hermès,Kelly 28,Handbags,17950.0,14079.92,Fair,Melbourne,Winter,85,2024-07-20
Balenciaga,Hourglass Bag,Handbags,8401.0,5046.97,Excell,Melbourne,Spring,75,2024-03-26
Cartier,Love Bracelet,Jewelry,3773.0,3009.55,Like New,Perth,Winter,33,2023-10-14
Balenciaga,Le Cagole,Handbags,10813.0,7306.86,New,SYD,Summer,44,2023-10-04
Dior,Book Tote,Handbags,11523.0,6912.75,Good,Melbourne,Summer,112,2024-09-01
Balenciaga,Le Cagole,Handbags,10701.0,7395.28,New,unknown,Autumn,76,2023-12-28
Prada,Galleria,Handbags,13181.0,7645.08,Like New,Melbourne,Spring,117,2024-10-07
Chanel,Classic Flap Bag,Handbags,5064.0,4400.8,New,Perth,Summer,178,2023-10-23
Prada,Double Tote,Handbags,17752.0,12933.36,Good,Brisbane,Winter,180,2023-01-18
Fendi,Peekaboo,Handbags,10923.0,8778.88,New,Perth,Summer,179,2023-10-26
Hermès,Kelly 28,Handbags,17925.0,13668.86,Very Good,Brisbane,Winter,45,2024-06-28
Chanel,Boy Bag,Handbags,4404.0,3666.12,Very Good,Brisbane,Spring,162,2023-09-14
Gucci,Marmont Mini,Handbags,10953.0,6734.48,Very Good,unknown,Winter,133,2023-09-05
Gucci,Dionysus,Handbags,7575.0,4698.41,Fair,SYD,Spring,7,2023-10-19
Gucci,Ophidia Tote,Handbags,17761.0,8472.4,Like New,Melb,Autumn,139,2024-01-28
Balenciaga,City Bag,Handbags,17556.0,11212.51,Fair,Brisbane,Winter,104,2023-04-27
Louis Vuitton,Neverfull Tote,Handbags,6192.0,3481.27,Good,Adelaide,Summer,129,2023-04-04
Cartier,Tank Watch,Jewelry,12164.0,8599.92,Fair,Adelaide,Winter,60,2023-02-27
Cartier,Trinity Ring,Jewelry,7129.0,3814.45,poor,Perth,Winter,48,2023-12-19
Louis Vuitton,Alma BB,Handbags,5264.0,2266.56,poor,Adelaide,Summer,168,2023-03-17
Rolex,Explorer,Watches,5619.0,4123.82,Unknown,Melb,Autumn,95,2023-05-03
Cartier,Love Bracelet,Jewelry,3766.0,1734.4,New,Adelaide,Spring,115,2024-03-31
Gucci,Dionysus,Handbags,7540.0,4409.95,Very Good,unknown,Autumn,120,2024-11-17
Louis Vuitton,Alma BB,Handbags,5191.0,4586.38,,Melb,Autumn,113,2023-08-10
Hermès,Kelly 28,Handbags,17867.0,15682.12,Very Good,Brisbane,Spring,81,2024-07-30
Louis Vuitton,Neverfull Tote,Handbags,6251.0,2687.89,Excell,Melb,Spring,96,2024-01-13
Gucci,Jackie 1961,Handbags,6520.0,2631.27,Fair,unknown,Spring,161,2024-08-14
Gucci,Jackie 1961,Handbags,6375.0,4866.51,New,SYD,Autumn,55,2024-03-26
Rolex,Datejust,Watches,11735.0,10527.9,Very Good,Brisbane,Summer,33,2023-03-18
Cartier,Love Bracelet,Jewelry,3710.0,3319.47,Unknown,unknown,Autumn,134,2023-12-14
Chanel,Classic Flap Bag,Handbags,5059.0,3835.06,New,Brisbane,Spring,20,2024-04-15
Prada,Double Tote,Handbags,17765.0,13888.28,Fair,Sydney,Spring,78,2024-07-13
Balenciaga,Le Cagole,Handbags,10758.0,4568.44,Fair,Sydney,Spring,21,2023-12-10
Cartier,Trinity Ring,Jewelry,7061.0,3376.47,Good,Sydney,Winter,64,2024-01-08
Cartier,Tank Watch,Jewelry,12080.0,14404.53,Unknown,Brisbane,Spring,170,2023-12-29
Balenciaga,Neo Classic,Handbags,13433.0,6419.65,Excell,Melb,Autumn,138,2024-05-26
Hermès,Constance,Handbags,10410.0,5862.74,Like New,Perth,Spring,71,2023-12-06
Chanel,Coco Handle,Handbags,8012.0,5762.32,New,Sydney,Summer,90,2023-02-09
Cartier,Panthère Watch,Jewelry,5153.0,3146.36,New,Brisbane,Summer,57,2023-04-13
Cartier,Panthère Watch,Jewelry,5128.0,3083.29,New,SYD,Winter,120,2024-09-15
Chanel,Classic Flap Bag,Handbags,4935.0,3393.99,Very Good,SYD,Spring,65,2023-01-24
Chanel,Boy Bag,Handbags,4336.0,3237.84,Very Good,Melb,Summer,176,2023-08-26
Fendi,Mon Tresor,Handbags,6687.0,4377.02,Very Good,Sydney,Winter,148,2024-07-08
Balenciaga,City Bag,Handbags,17679.0,15425.32,Very Good,Brisbane,Winter,40,2023-02-10
Gucci,Ophidia Tote,Handbags,17834.0,10479.91,Good,Perth,Winter,112,2024-12-30
Dior,Dior Caro,Handbags,19861.0,14685.7,New,SYD,Winter,81,2024-02-12
Cartier,Love Bracelet,Jewelry,3723.0,3113.82,Unknown,Perth,Autumn,33,2024-04-22
Louis Vuitton,Speedy 30,Handbags,3898.0,3089.48,Excell,unknown,Winter,75,2024-09-06
Rolex,Explorer,Watches,5582.0,2412.99,New,Adelaide,Summer,62,2023-01-26
Rolex,Daytona,Watches,11112.0,8974.64,poor,Perth,Summer,54,2024-07-27
Louis Vuitton,Alma BB,Handbags,5202.0,3173.7,Excell,Brisbane,Summer,120,2023-06-13
Hermès,Constance,Handbags,10346.0,7915.64,poor,unknown,Winter,103,2023-01-10
Cartier,Tank Watch,Jewelry,12200.0,10618.28,Excell,Brisbane,Summer,18,2024-05-31
Dior,Lady Dior,Handbags,14527.0,6524.9,Good,Melbourne,Spring,173,2023-12-24
Hermès,Kelly 28,Handbags,17899.0,13527.86,Unknown,Melbourne,Spring,52,2023-02-03
Cartier,Trinity Ring,Jewelry,7115.0,4886.88,Good,SYD,Autumn,143,2023-12-25
Cartier,Trinity Ring,Jewelry,7182.0,4577.85,poor,unknown,Spring,175,2023-11-09
Hermès,Evelyne III,Handbags,15010.0,11999.58,Excell,Sydney,Summer,136,2023-06-02
Hermès,Constance,Handbags,10380.0,4511.89,Like New,Melb,Spring,122,2023-11-16
Balenciaga,Le Cagole,Handbags,10706.0,7283.72,Excell,unknown,Autumn,127,2023-07-28
Rolex,Explorer,Watches,5614.0,2507.35,Like New,Brisbane,Winter,167,2024-07-18
Hermès,Constance,Handbags,10355.0,4862.9,Unknown,unknown,Summer,40,2023-10-14
Dior,Lady Dior,Handbags,14597.0,9018.63,Very Good,Perth,Summer,153,2024-05-21
Balenciaga,Hourglass Bag,Handbags,8373.0,6984.85,Unknown,unknown,Autumn,57,2024-08-18
Gucci,Dionysus,Handbags,7479.0,3809.0,Unknown,Adelaide,Spring,100,2023-08-05
Gucci,Ophidia Tote,Handbags,17739.0,14758.31,New,Brisbane,Winter,61,2023-04-08
Gucci,Dionysus,Handbags,7525.0,4212.45,Like New,SYD,Winter,154,2024-06-05
Balenciaga,Hourglass Bag,Handbags,8484.0,7290.28,poor,Adelaide,Spring,1,2024-02-18
Louis Vuitton,Neverfull Tote,Handbags,6251.0,4102.17,Excell,Sydney,Spring,173,2024-07-22
Fendi,Mon Tresor,Handbags,6693.0,2792.48,Excell,unknown,Winter,29,2023-04-26
Louis Vuitton,Alma BB,Handbags,5192.0,2336.66,Good,Melbourne,Winter,10,2023-08-11
Balenciaga,Neo Classic,Handbags,13470.0,8139.1,Excell,Brisbane,Summer,132,2023-08-03
Cartier,Trinity Ring,Jewelry,7013.0,6276.58,poor,Sydney,Autumn,92,2024-02-23
Louis Vuitton,Speedy 30,Handbags,3816.0,2423.09,Fair,SYD,Winter,159,2024-04-14
Prada,Galleria,Handbags,13092.0,10694.68,poor,SYD,Autumn,131,2024-09-25
Prada,Galleria,Handbags,13169.0,8855.16,Like New,Sydney,Summer,158,2024-10-23
Fendi,Baguette Bag,Handbags,16671.0,11884.26,New,unknown,Winter,146,2024-04-19
Fendi,Mon Tresor,Handbags,6667.0,3365.05,Unknown,SYD,Autumn,44,2024-05-12
Balenciaga,City Bag,Handbags,17640.0,12398.72,New,unknown,Winter,176,2023-03-26
Dior,Dior Caro,Handbags,19789.0,13913.58,Unknown,unknown,Summer,45,2024-10-29
Dior,Book Tote,Handbags,11397.0,8630.99,New,unknown,Spring,111,2023-05-01
Fendi,Sunshine Shopper,Handbags,13336.0,8107.16,,Melb,Summer,162,2023-07-28
Chanel,Gabrielle Hobo,Handbags,2238.0,1761.88,New,Perth,Winter,54,2024-03-26
Rolex,Datejust,Watches,11803.0,5358.98,New,SYD,Spring,121,2024-06-27
Balenciaga,Le Cagole,Handbags,10773.0,5764.57,Unknown,Brisbane,Autumn,21,2023-05-01
Rolex,Daytona,Watches,11059.0,7702.57,New,Adelaide,Winter,5,2023-02-12
Rolex,Daytona,Watches,11141.0,6455.88,Very Good,Melbourne,Winter,103,2024-01-13
Louis Vuitton,Neverfull Tote,Handbags,6276.0,4361.64,Unknown,Brisbane,Autumn,128,2024-07-26
Prada,Re-Edition 2005,Handbags,17122.0,10837.88,Fair,SYD,Spring,35,2024-05-07
Cartier,Tank Watch,Jewelry,12031.0,8131.99,Like New,Adelaide,Autumn,152,2023-11-28
Rolex,Datejust,Watches,11810.0,9318.75,Like New,Melb,Spring,149,2023-06-10
Louis Vuitton,Alma BB,Handbags,5277.0,3194.92,Good,unknown,Summer,69,2023-10-22
Cartier,Panthère Watch,Jewelry,5114.0,4233.86,Excell,Adelaide,Summer,107,2024-12-21
Hermès,Constance,Handbags,10411.0,5339.43,Very Good,Sydney,Winter,25,2024-01-23
Hermès,Kelly 28,Handbags,17951.0,8342.91,New,Adelaide,Summer,141,2023-02-07
Gucci,Jackie 1961,Handbags,6437.0,5469.75,Fair,Sydney,Winter,151,2024-11-07
Prada,Cleo Shoulder Bag,Handbags,16695.0,14810.62,Like New,Adelaide,Winter,109,2023-06-12
Prada,Galleria,Handbags,,7503.01,Good,Perth,Spring,118,2023-02-11
Chanel,Classic Flap Bag,Handbags,5099.0,2214.91,Fair,unknown,Spring,7,2024-04-12
Cartier,Love Bracelet,Jewelry,3712.0,3114.59,Very Good,Sydney,Autumn,37,2024-12-31
Balenciaga,Le Cagole,Handbags,10809.0,6912.33,Excell,SYD,Spring,47,2023-01-26
Balenciaga,Neo Classic,Handbags,13325.0,11534.0,Very Good,unknown,Autumn,19,2023-08-13
Hermès,Constance,Handbags,10343.0,8546.91,Fair,Brisbane,Spring,86,2023-05-27
Louis Vuitton,Capucines,Handbags,12899.0,8792.73,Good,Melb,Winter,4,2024-07-03
Balenciaga,City Bag,Handbags,17532.0,13071.6,poor,SYD,Autumn,144,2024-08-06
Chanel,Coco Handle,Handbags,8056.0,3341.02,New,Perth,Winter,60,2024-12-15
Rolex,Daytona,Watches,11017.0,8044.88,Like New,SYD,Winter,62,2023-10-28
Louis Vuitton,Speedy 30,Handbags,3749.0,2913.99,Like New,Melb,Summer,123,2023-02-11
Prada,Double Tote,Handbags,17583.0,19579.37,Very Good,Melb,Autumn,167,2024-12-08
Rolex,Datejust,Watches,11792.0,10071.68,Unknown,Melb,Winter,132,2023-07-13
Hermès,Birkin 25,Handbags,17436.0,12745.59,Unknown,unknown,Autumn,128,2024-01-24
Rolex,Explorer,Watches,5623.0,4955.52,Very Good,Brisbane,Spring,119,2024-09-30
Chanel,Coco Handle,Handbags,8000.0,6319.66,Excell,Melb,Spring,51,2024-08-23
Dior,Dior Caro,Handbags,19850.0,16667.18,,Sydney,Winter,12,2023-01-06
Rolex,Submariner,Watches,13853.0,7064.46,Good,unknown,Summer,48,2024-03-31
Balenciaga,City Bag,Handbags,17526.0,25689.86,Unknown,unknown,Winter,7,2024-08-24
Gucci,Dionysus,Handbags,7559.0,5044.18,Like New,Melbourne,Autumn,93,2024-02-13
Dior,Dior Caro,Handbags,19790.0,11916.49,poor,Sydney,Winter,107,2024-10-18
Chanel,Coco Handle,Handbags,7986.0,3370.89,Very Good,Melb,Winter,7,2023-08-21
Chanel,Boy Bag,Handbags,4395.0,2830.97,Good,Adelaide,Summer,104,2024-08-09
Balenciaga,Neo Classic,Handbags,13447.0,8656.16,Very Good,SYD,Autumn,150,2024-01-17
Prada,Galleria,Handbags,13098.0,8156.58,Very Good,Brisbane,Summer,82,2024-07-22
Cartier,Panthère Watch,Jewelry,5183.0,2936.9,Unknown,Sydney,Autumn,12,2024-12-05
Rolex,Submariner,Watches,13887.0,11160.49,New,Sydney,Autumn,86,2024-10-20
Fendi,Baguette Bag,Handbags,16743.0,13685.94,Unknown,Brisbane,Autumn,77,2023-11-22
Rolex,Submariner,Watches,13884.0,5750.63,Very Good,Perth,Spring,33,2023-01-06
Prada,Galleria,Handbags,13073.0,8151.16,Excell,Brisbane,Spring,25,2023-03-19
Chanel,Coco Handle,Handbags,7991.0,4950.65,Unknown,unknown,Winter,155,2024-07-07
Dior,Lady Dior,Handbags,14518.0,6213.93,Very Good,Perth,Summer,44,2023-09-21
Balenciaga,Neo Classic,Handbags,13396.0,8351.46,Unknown,Brisbane,Autumn,106,2024-11-08
Chanel,Classic Flap Bag,Handbags,5054.0,3073.95,Like New,Perth,Spring,142,2023-06-23
Rolex,Datejust,Watches,11788.0,7123.62,New,SYD,Winter,98,2024-07-19
Balenciaga,City Bag,Handbags,17621.0,10124.74,New,SYD,Summer,158,2023-02-13
Balenciaga,City Bag,Handbags,17543.0,14148.48,Good,Melb,Autumn,99,2024-11-09
Hermès,Birkin 25,Handbags,17427.0,13977.79,Like New,Sydney,Summer,28,2023-01-11
Dior,Saddle Bag,Handbags,7183.0,3673.52,Like New,Sydney,Winter,115,2024-05-14
Chanel,Coco Handle,Handbags,7945.0,5191.8,Good,Adelaide,Winter,101,2024-07-11
Dior,Book Tote,Handbags,11543.0,4654.99,Unknown,Melb,Summer,20,2024-09-29
Gucci,Ophidia Tote,Handbags,17799.0,14229.39,New,Brisbane,Autumn,48,2024-11-15
Louis Vuitton,Speedy 30,Handbags,3800.0,3395.26,Fair,Melb,Summer,115,2024-07-24
Louis Vuitton,Speedy 30,Handbags,3901.0,2378.99,New,Melb,Summer,50,2023-08-20
Rolex,Daytona,Watches,11153.0,7752.95,Unknown,Perth,Winter,19,2023-04-18
Balenciaga,Hourglass Bag,Handbags,8463.0,4145.48,New,unknown,Winter,107,2023-01-01
Prada,Re-Edition 2005,Handbags,,19926.3,Like New,Adelaide,Autumn,30,2023-06-03
Chanel,Classic Flap Bag,Handbags,5099.0,2208.91,poor,Sydney,Autumn,132,2023-05-14
Prada,Re-Edition 2005,Handbags,17091.0,10189.42,Like New,unknown,Autumn,52,2024-05-13
Fendi,Sunshine Shopper,Handbags,13445.0,9732.93,poor,SYD,Winter,134,2023-03-05
Chanel,Gabrielle Hobo,Handbags,2253.0,1898.99,Good,Brisbane,Spring,99,2024-10-01
Dior,Saddle Bag,Handbags,7038.0,6279.74,Very Good,SYD,Spring,91,2024-11-17
Chanel,Classic Flap Bag,Handbags,4972.0,2709.5,Like New,SYD,Spring,109,2024-03-17
Dior,Saddle Bag,Handbags,7180.0,3457.11,Like New,Melb,Summer,146,2023-09-02
Dior,Book Tote,Handbags,11580.0,9348.9,Fair,Melb,Winter,66,2024-11-04
Fendi,Sunshine Shopper,Handbags,13412.0,8523.94,Fair,SYD,Spring,70,2023-04-05
Cartier,Love Bracelet,Jewelry,3868.0,3185.76,Fair,Melb,Winter,130,2024-03-25
Dior,Saddle Bag,Handbags,7184.0,6173.32,New,SYD,Autumn,160,2024-09-22
Chanel,Gabrielle Hobo,Handbags,2179.0,950.55,Like New,Perth,Autumn,145,2023-10-12
Dior,Dior Caro,Handbags,19785.0,14388.79,Excell,SYD,Summer,80,2024-06-23
Cartier,Tank Watch,Jewelry,12111.0,5112.54,Good,Brisbane,Autumn,28,2024-04-24
Gucci,Jackie 1961,Handbags,6501.0,3673.48,Good,Sydney,Summer,67,2024-02-07
Gucci,Marmont Mini,Handbags,10929.0,6592.98,Fair,SYD,Autumn,83,2024-06-10
Dior,Lady Dior,Handbags,,7907.42,poor,Melbourne,Autumn,159,2023-02-24
Fendi,Baguette Bag,Handbags,16628.0,12321.2,Excell,Melb,Autumn,62,2024-02-04
Chanel,Boy Bag,Handbags,4422.0,3485.02,poor,Sydney,Spring,25,2024-09-27
Hermès,Constance,Handbags,10472.0,7560.58,poor,Adelaide,Autumn,12,2024-10-14
Rolex,Explorer,Watches,5590.0,2386.33,poor,Adelaide,Summer,98,2024-08-11
Rolex,Datejust,Watches,11854.0,10330.67,poor,Brisbane,Spring,2,2024-05-13
Prada,Double Tote,Handbags,17641.0,8387.56,Very Good,Adelaide,Autumn,69,2023-08-09
Hermès,Birkin 25,Handbags,17426.0,11717.49,Excell,Brisbane,Autumn,102,2024-10-02
Cartier,Tank Watch,Jewelry,12014.0,10353.05,poor,Adelaide,Summer,119,2024-06-29
Rolex,Datejust,Watches,11749.0,7436.26,Fair,Perth,Winter,131,2023-09-22
Prada,Galleria,Handbags,13144.0,9915.45,New,Sydney,Summer,110,2023-12-25
Balenciaga,Neo Classic,Handbags,13476.0,5629.49,Excell,Brisbane,Summer,150,2024-08-02
Chanel,Coco Handle,Handbags,8061.0,3457.76,Good,Sydney,Spring,71,2023-09-17
Fendi,Peekaboo,Handbags,10958.0,8816.74,poor,Melb,Summer,7,2023-08-29
Balenciaga,Le Cagole,Handbags,10683.0,4628.52,New,Melb,Winter,164,2023-08-02
Prada,Re-Edition 2005,Handbags,16972.0,11190.25,Unknown,Melbourne,Winter,124,2023-04-23
Louis Vuitton,Alma BB,Handbags,5135.0,4437.21,Excell,Melbourne,Summer,174,2024-06-20
Balenciaga,Neo Classic,Handbags,13479.0,11742.58,Unknown,SYD,Winter,66,2023-02-24
Fendi,Baguette Bag,Handbags,16628.0,11957.63,Fair,Brisbane,Autumn,25,2023-07-19
Balenciaga,Hourglass Bag,Handbags,8493.0,11713.78,Very Good,unknown,Spring,17,2023-05-04
Louis Vuitton,Capucines,Handbags,12890.0,11091.36,New,Melbourne,Winter,131,2024-11-29
Hermès,Birkin 25,Handbags,17550.0,10485.92,Fair,Adelaide,Winter,168,2024-12-29
Cartier,Love Bracelet,Jewelry,3841.0,2383.59,Excell,Brisbane,Winter,132,2023-07-10
Chanel,Boy Bag,Handbags,4485.0,3577.75,New,Perth,Spring,1,2023-03-02
Cartier,Love Bracelet,Jewelry,3722.0,2967.22,Fair,Adelaide,Winter,12,2024-06-27
Hermès,Constance,Handbags,10398.0,5474.17,Good,Perth,Autumn,31,2023-03-17
Fendi,Peekaboo,Handbags,11024.0,6072.96,Excell,SYD,Autumn,30,2023-09-12
Fendi,Baguette Bag,Handbags,16597.0,8754.31,Very Good,Sydney,Winter,7,2023-09-08
Prada,Cleo Shoulder Bag,Handbags,16578.0,13915.82,Unknown,unknown,Spring,116,2024-09-11
Chanel,Coco Handle,Handbags,8072.0,5663.05,Like New,SYD,Summer,87,2023-02-03
Cartier,Trinity Ring,Jewelry,7040.0,5356.48,New,Perth,Winter,168,2024-08-04
Chanel,Coco Handle,Handbags,7997.0,3214.7,New,Melbourne,Spring,16,2024-10-06
Fendi,Mon Tresor,Handbags,6684.0,5234.94,Good,Melb,Winter,89,2023-04-16
Louis Vuitton,Capucines,Handbags,12934.0,10468.91,Fair,unknown,Summer,160,2024-02-05
Hermès,Birkin 25,Handbags,17551.0,12552.67,Very Good,Brisbane,Summer,110,2024-04-05
Cartier,Love Bracelet,Jewelry,3865.0,2587.61,New,Adelaide,Autumn,30,2024-02-23
Chanel,Gabrielle Hobo,Handbags,2123.0,1818.08,Very Good,Adelaide,Spring,155,2023-09-15
Fendi,Peekaboo,Handbags,11055.0,7004.95,Like New,Brisbane,Spring,36,2023-04-07
Fendi,Mon Tresor,Handbags,6678.0,4837.33,Fair,unknown,Spring,47,2024-07-29
Dior,Book Tote,Handbags,11469.0,7477.54,Unknown,Adelaide,Spring,116,2024-12-03
Gucci,Dionysus,Handbags,7569.0,3153.33,Excell,Melb,Winter,13,2023-06-26
Louis Vuitton,Speedy 30,Handbags,3819.0,2348.72,Good,Melbourne,Spring,112,2023-12-17
Dior,Lady Dior,Handbags,14420.0,7023.61,Like New,Perth,Spring,44,2024-09-06
Fendi,Peekaboo,Handbags,,9204.4,poor,Adelaide,Autumn,155,2023-09-23
Cartier,Trinity Ring,Jewelry,7037.0,3685.58,Fair,Melbourne,Summer,40,2023-03-31
Dior,Saddle Bag,Handbags,7070.0,5139.87,Unknown,Melbourne,Autumn,73,2024-06-14
Rolex,Daytona,Watches,11009.0,7232.76,Fair,Sydney,Winter,85,2023-11-12
Hermès,Birkin 25,Handbags,17466.0,8512.02,Unknown,unknown,Spring,177,2024-10-21
Dior,Dior Caro,Handbags,19798.0,17640.54,Like New,Perth,Autumn,98,2023-03-03
Balenciaga,Neo Classic,Handbags,13333.0,19254.48,,Brisbane,Spring,60,2023-09-06
Fendi,Mon Tresor,Handbags,6747.0,4674.8,Very Good,Sydney,Autumn,43,2023-11-17
Louis Vuitton,Speedy 30,Handbags,3921.0,2255.22,Very Good,Perth,Summer,117,2024-05-06
Dior,Book Tote,Handbags,11557.0,4891.2,Excell,Melb,Summer,40,2024-06-26
Balenciaga,Le Cagole,Handbags,10681.0,8539.6,Very Good,Perth,Summer,136,2023-06-06
Dior,Saddle Bag,Handbags,7067.0,4057.36,Good,Brisbane,Autumn,158,2023-03-30
Fendi,Mon Tresor,Handbags,6768.0,3532.33,Fair,Perth,Autumn,111,2024-06-02
Rolex,Explorer,Watches,5709.0,2569.69,poor,Perth,Winter,110,2023-08-12
Cartier,Panthère Watch,Jewelry,5150.0,3448.18,poor,unknown,Autumn,157,2024-04-20
Hermès,Evelyne III,Handbags,14991.0,8914.34,Unknown,Melb,Winter,15,2024-05-20
Louis Vuitton,Neverfull Tote,Handbags,6191.0,3021.05,Fair,Melbourne,Autumn,33,2023-03-04
Gucci,Ophidia Tote,Handbags,17653.0,14976.62,Like New,Sydney,Winter,32,2023-08-01
Gucci,Marmont Mini,Handbags,10813.0,5025.14,Fair,Brisbane,Autumn,50,2024-07-29
Gucci,Ophidia Tote,Handbags,17734.0,15423.26,Fair,SYD,Autumn,117,2023-06-20
Cartier,Panthère Watch,Jewelry,5220.0,4467.14,New,Melb,Winter,168,2024-03-27
Chanel,Boy Bag,Handbags,4391.0,3796.6,Very Good,Adelaide,Autumn,27,2023-02-01
Balenciaga,Neo Classic,Handbags,13356.0,7809.67,Very Good,unknown,Summer,35,2023-08-12
Cartier,Tank Watch,Jewelry,12013.0,10556.8,Like New,Sydney,Autumn,102,2023-05-07
Balenciaga,Neo Classic,Handbags,13477.0,8020.24,Good,Sydney,Summer,45,2024-09-07
Fendi,Sunshine Shopper,Handbags,13475.0,9792.31,Good,Perth,Autumn,88,2023-05-24
Cartier,Tank Watch,Jewelry,12133.0,6937.81,poor,Perth,Spring,149,2023-08-10
Chanel,Gabrielle Hobo,Handbags,2139.0,1437.43,Like New,Brisbane,Summer,117,2023-05-02
Prada,Galleria,Handbags,13111.0,5447.85,Good,Melbourne,Summer,4,2023-11-07
Louis Vuitton,Alma BB,Handbags,5163.0,3108.15,Excell,Melbourne,Spring,179,2023-02-01
Louis Vuitton,Neverfull Tote,Handbags,6225.0,3713.58,Unknown,Melb,Spring,175,2024-07-24
Cartier,Trinity Ring,Jewelry,7177.0,5694.83,Unknown,Perth,Autumn,107,2024-10-11
